user,pct_pos,pct_neu,pct_neg,pct_na,n
LucioUrquidez,0.25,0.75,0.0,0.0,4
MORALESAZO,0.25,0.0,0.75,0.0,4
PaoZoey2,0.25,0.5,0.25,0.0,4
Robertotobar42,0.25,0.5,0.25,0.0,4
Sankevins,0.25,0.5,0.25,0.0,4
allgoes85,0.25,0.75,0.0,0.0,4
astrixmp,0.25,0.75,0.0,0.0,4
cbrolo11,0.25,0.5,0.25,0.0,4
chejopolanc,0.25,0.75,0.0,0.0,4
discosbeagle,0.25,0.0,0.75,0.0,4
edgar_ortizgt,0.25,0.5,0.25,0.0,4
jjpnewsgtactua,0.25,0.5,0.25,0.0,4
lindo_pinky,0.25,0.75,0.0,0.0,4
replikhante,0.25,0.25,0.5,0.0,4
silvia13fernand,0.25,0.75,0.0,0.0,4
ComunicaLord,0.21428571428571427,0.5714285714285714,0.21428571428571427,0.0,14
pipitachula,0.2,0.6,0.2,0.0,10
PEdgar05,0.2,0.8,0.0,0.0,5
cc_abogado,0.2,0.8,0.0,0.0,5
lopezalfonzo721,0.2,0.8,0.0,0.0,5
lucky_rruano,0.2,0.8,0.0,0.0,5
mildred_gaitan,0.18446601941747573,0.5339805825242718,0.2815533980582524,0.0,103
yani_wen,0.17391304347826086,0.6086956521739131,0.21739130434782608,0.0,23
roanchi2,0.16666666666666666,0.5555555555555556,0.2777777777777778,0.0,18
cocolocoantillo,0.16666666666666666,0.75,0.08333333333333333,0.0,12
AndreaM77RL,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,6
Antonio00677714,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,6
FigueroaSarti,0.16666666666666666,0.3333333333333333,0.5,0.0,6
PFacticos,0.16666666666666666,0.8333333333333334,0.0,0.0,6
evelynercclv,0.16666666666666666,0.8333333333333334,0.0,0.0,6
guillepefe2012,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,6
joffar28,0.16666666666666666,0.5,0.3333333333333333,0.0,6
oscar41995,0.16666666666666666,0.8333333333333334,0.0,0.0,6
riveradanziger,0.16666666666666666,0.3333333333333333,0.5,0.0,6
wamado04,0.15789473684210525,0.5789473684210527,0.2631578947368421,0.0,19
IoVittor,0.15625,0.75,0.09375,0.0,32
Erosan3Edsa,0.14285714285714285,0.47619047619047616,0.38095238095238093,0.0,21
EdberB,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,14
MariaIsabelG65,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,7
kalemarro,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,7
Factor4_GT,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.0,15
atolypanito,0.13333333333333333,0.5333333333333333,0.3333333333333333,0.0,15
ldubon63,0.125,0.6875,0.1875,0.0,32
Byron96324753,0.125,0.6666666666666666,0.20833333333333334,0.0,24
ArieFialko,0.125,0.5625,0.3125,0.0,16
Clairevett1,0.125,0.625,0.25,0.0,8
Divas0598,0.125,0.375,0.5,0.0,8
Kalinpal53,0.125,0.75,0.125,0.0,8
LaCupicu,0.125,0.5,0.375,0.0,8
Alejandro2024gt,0.12121212121212122,0.36363636363636365,0.5151515151515151,0.0,33
EdwinMa61769471,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.0,9
mabcastillo,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,9
AztecaNoticiaGT,0.10526315789473684,0.631578947368421,0.2631578947368421,0.0,19
LukassGTM,0.1,0.8,0.1,0.0,10
VictorP95913830,0.1,0.6,0.3,0.0,10
mmendoza_GT,0.1,0.5,0.4,0.0,10
Erwin15,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.0,11
honor182,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,11
licopatron,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.0,11
prensa_libre,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.0,11
Citizen_Tobino,0.08333333333333333,0.25,0.6666666666666666,0.0,12
CubReserva,0.08333333333333333,0.25,0.6666666666666666,0.0,12
QuorumGT,0.08333333333333333,0.75,0.16666666666666666,0.0,12
traficogt,0.0793854033290653,0.6798975672215108,0.2407170294494238,0.0,781
EliezerPinist,0.07692307692307693,0.5384615384615384,0.38461538461538464,0.0,13
EstelaR21362549,0.07692307692307693,0.5384615384615384,0.38461538461538464,0.0,13
herrarturocruz1,0.07692307692307693,0.9230769230769231,0.0,0.0,13
batallonjalapa,0.07518796992481203,0.6917293233082706,0.23308270676691728,0.0,133
MariaCdeLeon1,0.07407407407407407,0.6296296296296297,0.2962962962962963,0.0,27
arthurShp_wf,0.07407407407407407,0.6666666666666666,0.25925925925925924,0.0,27
PrensaComunitar,0.07317073170731707,0.43902439024390244,0.4878048780487805,0.0,41
eP_investiga,0.07142857142857142,0.5714285714285714,0.35714285714285715,0.0,14
kroldegarcia,0.07142857142857142,0.6428571428571429,0.2857142857142857,0.0,14
lahoragt,0.06944444444444445,0.6805555555555556,0.25,0.0,72
DoloresFlo23,0.06666666666666667,0.4,0.5333333333333333,0.0,15
FlorydePrez2,0.06666666666666667,0.6,0.3333333333333333,0.0,15
GersonBarrera,0.06666666666666667,0.4666666666666667,0.4666666666666667,0.0,15
ManfredoGuate,0.0625,0.6875,0.25,0.0,16
OEMC311,0.058823529411764705,0.8823529411764706,0.058823529411764705,0.0,17
cedr2506,0.05555555555555555,0.5555555555555556,0.3888888888888889,0.0,18
hellboy17oc,0.05128205128205128,0.5897435897435898,0.358974358974359,0.0,39
giovanottigt,0.05,0.75,0.2,0.0,20
PapaAbuMario,0.027777777777777776,0.6388888888888888,0.3333333333333333,0.0,36
Chofito63569841,0.0,0.7872340425531915,0.2127659574468085,0.0,47
aurabenitez,0.0,0.8636363636363636,0.13636363636363635,0.0,22
republicagt,0.0,0.6875,0.3125,0.0,16
mvtrooper,0.0,0.2,0.8,0.0,15
JulioCa75923080,0.0,0.6153846153846154,0.38461538461538464,0.0,13
lajudaica,0.0,0.8461538461538461,0.15384615384615385,0.0,13
vquique,0.0,0.8461538461538461,0.15384615384615385,0.0,13
AnaMeri71677244,0.0,0.75,0.25,0.0,12
JLFont001,0.0,0.6666666666666666,0.3333333333333333,0.0,12
MikePachino_7,0.0,0.8333333333333334,0.16666666666666666,0.0,12
EmisorasUnidas,0.0,0.8,0.2,0.0,10
JohnnyHurtarte,0.0,0.7,0.3,0.0,10
Sergioporres2,0.0,1.0,0.0,0.0,10
chilaberta,0.0,0.6,0.4,0.0,10
clauflor7,0.0,0.7,0.3,0.0,10
AuraMarinaBola4,0.0,0.4444444444444444,0.5555555555555556,0.0,9
JL2maeu,0.0,1.0,0.0,0.0,9
JorgeVe19521845,0.0,0.5555555555555556,0.4444444444444444,0.0,9
Poder502,0.0,0.5555555555555556,0.4444444444444444,0.0,9
RickyR7,0.0,0.8888888888888888,0.1111111111111111,0.0,9
fabarrie,0.0,0.8888888888888888,0.1111111111111111,0.0,9
noficciongt,0.0,0.8888888888888888,0.1111111111111111,0.0,9
unperro_mas,0.0,0.7777777777777778,0.2222222222222222,0.0,9
Felipes96782816,0.0,0.625,0.375,0.0,8
MarioChiu2,0.0,0.25,0.75,0.0,8
Miles_Mayhem_,0.0,1.0,0.0,0.0,8
PabloCarias12,0.0,0.875,0.125,0.0,8
PastoraJCastro,0.0,0.625,0.375,0.0,8
Ricigt1,0.0,0.0,1.0,0.0,8
qj6d6q7rqw,0.0,0.875,0.125,0.0,8
Armando99321411,0.0,0.5714285714285714,0.42857142857142855,0.0,7
Coperni00829097,0.0,1.0,0.0,0.0,7
ShuteElPobre,0.0,0.7142857142857143,0.2857142857142857,0.0,7
arronchopa,0.0,1.0,0.0,0.0,7
georgecamposb,0.0,0.5714285714285714,0.42857142857142855,0.0,7
glennavi,0.0,0.8571428571428571,0.14285714285714285,0.0,7
justice4bads,0.0,1.0,0.0,0.0,7
superguicho,0.0,0.8571428571428571,0.14285714285714285,0.0,7
AdnJernimo1,0.0,1.0,0.0,0.0,6
Carcamito10,0.0,0.8333333333333334,0.16666666666666666,0.0,6
ClaraLuzFranco1,0.0,1.0,0.0,0.0,6
CsarMolbar,0.0,0.3333333333333333,0.6666666666666666,0.0,6
DarwinHK,0.0,0.8333333333333334,0.16666666666666666,0.0,6
ElizaVe15409733,0.0,0.8333333333333334,0.16666666666666666,0.0,6
EmersonCrcamo2,0.0,0.6666666666666666,0.3333333333333333,0.0,6
JULIOAJORDAN,0.0,1.0,0.0,0.0,6
MaribelMar51429,0.0,1.0,0.0,0.0,6
MelvynJosue,0.0,0.8333333333333334,0.16666666666666666,0.0,6
NilrilesoR,0.0,0.0,1.0,0.0,6
RudyTejedagt,0.0,0.0,1.0,0.0,6
VisionInternaci,0.0,0.8333333333333334,0.16666666666666666,0.0,6
ahimadreahi,0.0,0.8333333333333334,0.16666666666666666,0.0,6
betocardonam,0.0,1.0,0.0,0.0,6
byron_fiesta,0.0,0.8333333333333334,0.16666666666666666,0.0,6
eedlb,0.0,0.6666666666666666,0.3333333333333333,0.0,6
miss_pattygt,0.0,0.8333333333333334,0.16666666666666666,0.0,6
sirpedrogt,0.0,0.8333333333333334,0.16666666666666666,0.0,6
soy_502,0.0,0.8333333333333334,0.16666666666666666,0.0,6
AgenciaOcote,0.0,0.6,0.4,0.0,5
Alex_balsells,0.0,0.6,0.4,0.0,5
CajasCuesta,0.0,0.8,0.2,0.0,5
Cohen13Henry,0.0,0.8,0.2,0.0,5
JeremyGD95,0.0,0.8,0.2,0.0,5
MPguatemala,0.0,0.2,0.8,0.0,5
Mando6107747648,0.0,1.0,0.0,0.0,5
MayorgaJoselit,0.0,0.6,0.4,0.0,5
MichelleCa28495,0.0,0.8,0.2,0.0,5
Mylemlem,0.0,0.8,0.2,0.0,5
Rg550aWmendoza,0.0,0.4,0.6,0.0,5
Rogerioescoba10,0.0,1.0,0.0,0.0,5
Theclowbala,0.0,1.0,0.0,0.0,5
Vanidades2023,0.0,0.8,0.2,0.0,5
Zacapaneco5,0.0,0.4,0.6,0.0,5
blablabla1950,0.0,1.0,0.0,0.0,5
canchito13,0.0,0.8,0.2,0.0,5
cmendeza,0.0,0.2,0.8,0.0,5
dark_masterGT,0.0,0.8,0.2,0.0,5
edwadriperez,0.0,0.4,0.6,0.0,5
gagarcias3371,0.0,1.0,0.0,0.0,5
lucky68vidal,0.0,0.8,0.2,0.0,5
martin_rodas,0.0,0.0,1.0,0.0,5
mundo9999,0.0,0.8,0.2,0.0,5
pwichini,0.0,0.8,0.2,0.0,5
soylacanallare1,0.0,1.0,0.0,0.0,5
26_Malima,0.0,1.0,0.0,0.0,4
AlainDLC,0.0,0.75,0.25,0.0,4
AlvaroArzuE,0.0,0.75,0.25,0.0,4
Bianch_Castillo,0.0,0.75,0.25,0.0,4
Bqi3gDpbA5nOQuc,0.0,1.0,0.0,0.0,4
CC_Guatemala,0.0,1.0,0.0,0.0,4
CanalAntigua,0.0,1.0,0.0,0.0,4
Carlos59479502,0.0,0.5,0.5,0.0,4
CbastianCruz,0.0,0.75,0.25,0.0,4
Christo62617801,0.0,0.5,0.5,0.0,4
DonDieg28700696,0.0,0.25,0.75,0.0,4
EmilioEnrq42585,0.0,1.0,0.0,0.0,4
ErwinMonterros1,0.0,0.75,0.25,0.0,4
Fiscalnvicto,0.0,1.0,0.0,0.0,4
JRC19782001,0.0,0.75,0.25,0.0,4
JodyReporta,0.0,0.5,0.5,0.0,4
MariaBonita9697,0.0,0.5,0.5,0.0,4
MartaYaque,0.0,1.0,0.0,0.0,4
Mendezfig,0.0,0.25,0.75,0.0,4
Mesas752066,0.0,1.0,0.0,0.0,4
Ottochacon5,0.0,0.75,0.25,0.0,4
Rafa_Mal0072,0.0,0.5,0.5,0.0,4
RafaelDelAguil8,0.0,0.5,0.5,0.0,4
Ricardo44762362,0.0,1.0,0.0,0.0,4
RuGar_V,0.0,1.0,0.0,0.0,4
SanchezHaldo,0.0,0.5,0.5,0.0,4
Solomamaleno,0.0,1.0,0.0,0.0,4
Soygeorgegt,0.0,0.75,0.25,0.0,4
VICKY3313,0.0,0.5,0.5,0.0,4
Veronic87340138,0.0,0.75,0.25,0.0,4
_Covidiano,0.0,0.75,0.25,0.0,4
_freiheit1,0.0,1.0,0.0,0.0,4
_guisii,0.0,0.75,0.25,0.0,4
_krefeh,0.0,0.75,0.25,0.0,4
castillogust,0.0,0.75,0.25,0.0,4
chgabriel27,0.0,1.0,0.0,0.0,4
dbeatrizmb,0.0,1.0,0.0,0.0,4
dw_espanol,0.0,0.25,0.75,0.0,4
express_foto,0.0,0.0,1.0,0.0,4
garcia_buf85342,0.0,0.5,0.5,0.0,4
gorkygirl2,0.0,0.75,0.25,0.0,4
guss_marro,0.0,0.75,0.25,0.0,4
innovacion30001,0.0,0.25,0.75,0.0,4
jaque_mate2,0.0,1.0,0.0,0.0,4
javi_sudo,0.0,0.0,1.0,0.0,4
lanegrisgt,0.0,0.5,0.5,0.0,4
luisfzci,0.0,0.75,0.25,0.0,4
martifus,0.0,0.5,0.5,0.0,4
melmoce,0.0,0.25,0.75,0.0,4
oco_motora,0.0,1.0,0.0,0.0,4
rafason,0.0,0.75,0.25,0.0,4
sanderBike,0.0,0.5,0.5,0.0,4
sofa_melgar,0.0,1.0,0.0,0.0,4
varrecisg,0.0,0.5,0.5,0.0,4
walfredeleon,0.0,0.5,0.5,0.0,4
warriorbal,0.0,0.75,0.25,0.0,4
wergabriel,0.0,0.5,0.5,0.0,4
87kikin,0.0,0.3333333333333333,0.6666666666666666,0.0,3
AJutzuy,0.0,0.6666666666666666,0.3333333333333333,0.0,3
AnaCasGu19,0.0,1.0,0.0,0.0,3
Armandoliosgt,0.0,0.6666666666666666,0.3333333333333333,0.0,3
CACIFGuatemala,0.0,1.0,0.0,0.0,3
CesarQu31421171,0.0,0.0,1.0,0.0,3
ChiltepeGT,0.0,0.6666666666666666,0.3333333333333333,0.0,3
Cindyrella_25,0.0,1.0,0.0,0.0,3
DBTOSHO,0.0,0.0,1.0,0.0,3
Dalexi10,0.0,1.0,0.0,0.0,3
DocGESH,0.0,0.6666666666666666,0.3333333333333333,0.0,3
Domingo94096837,0.0,0.0,1.0,0.0,3
EPGUATE,0.0,0.3333333333333333,0.6666666666666666,0.0,3
FMendezArgueta,0.0,0.6666666666666666,0.3333333333333333,0.0,3
Floustty,0.0,0.6666666666666666,0.3333333333333333,0.0,3
Francis52987990,0.0,0.0,1.0,0.0,3
GigantedeColch,0.0,1.0,0.0,0.0,3
GloriaAnneliess,0.0,1.0,0.0,0.0,3
HedIs28,0.0,1.0,0.0,0.0,3
Hugo81767829,0.0,1.0,0.0,0.0,3
HungMayda,0.0,0.3333333333333333,0.6666666666666666,0.0,3
JuanCar79476492,0.0,0.6666666666666666,0.3333333333333333,0.0,3
ListoErick,0.0,1.0,0.0,0.0,3
MariaEsterLfc,0.0,1.0,0.0,0.0,3
MaritoMarsch,0.0,0.6666666666666666,0.3333333333333333,0.0,3
Marloa4,0.0,1.0,0.0,0.0,3
NCachureco,0.0,0.6666666666666666,0.3333333333333333,0.0,3
NatGtfree,0.0,0.6666666666666666,0.3333333333333333,0.0,3
Palmasi1,0.0,1.0,0.0,0.0,3
QueFux_,0.0,1.0,0.0,0.0,3
