user,pct_pos,pct_neu,pct_neg,pct_na,n
RMendezRuiz,0.0,0.6666666666666666,0.3333333333333333,0.0,3
Rocaguate2022,0.0,0.6666666666666666,0.3333333333333333,0.0,3
RonaldP25524609,0.0,1.0,0.0,0.0,3
Rosario96501677,0.0,0.6666666666666666,0.3333333333333333,0.0,3
SepEBM,0.0,1.0,0.0,0.0,3
SergioL16320201,0.0,1.0,0.0,0.0,3
SilviaGarciaH,0.0,0.0,1.0,0.0,3
SinInfluencer,0.0,1.0,0.0,0.0,3
Theliva75,0.0,0.6666666666666666,0.3333333333333333,0.0,3
TitoFlores1973,0.0,1.0,0.0,0.0,3
VVJ_GT,0.0,0.0,1.0,0.0,3
VctorHe19153891,0.0,0.6666666666666666,0.3333333333333333,0.0,3
VeQueDeAhuevo,0.0,0.6666666666666666,0.3333333333333333,0.0,3
Visto_93,0.0,1.0,0.0,0.0,3
Wexave,0.0,0.3333333333333333,0.6666666666666666,0.0,3
Xinit17687372,0.0,1.0,0.0,0.0,3
Yeya16155804,0.0,1.0,0.0,0.0,3
_R__X_,0.0,0.6666666666666666,0.3333333333333333,0.0,3
angel7910wao,0.0,0.6666666666666666,0.3333333333333333,0.0,3
anti_chairosgt,0.0,1.0,0.0,0.0,3
antoniowohlers,0.0,0.3333333333333333,0.6666666666666666,0.0,3
artmobilegt,0.0,0.3333333333333333,0.6666666666666666,0.0,3
barregudiel36,0.0,0.6666666666666666,0.3333333333333333,0.0,3
bbccss6566,0.0,0.0,1.0,0.0,3
carlosrkestler,0.0,0.6666666666666666,0.3333333333333333,0.0,3
ccanleu,0.0,0.6666666666666666,0.3333333333333333,0.0,3
chepemama,0.0,0.3333333333333333,0.6666666666666666,0.0,3
coma_jose,0.0,1.0,0.0,0.0,3
cozetyg,0.0,0.0,1.0,0.0,3
deleageW,0.0,1.0,0.0,0.0,3
delosgonzalez1,0.0,1.0,0.0,0.0,3
detejedam,0.0,1.0,0.0,0.0,3
diblillos,0.0,1.0,0.0,0.0,3
edsonarioni,0.0,0.6666666666666666,0.3333333333333333,0.0,3
eeliezer1985,0.0,0.6666666666666666,0.3333333333333333,0.0,3
erwin_fern58667,0.0,0.6666666666666666,0.3333333333333333,0.0,3
extasisvgames,0.0,1.0,0.0,0.0,3
extuiterogt,0.0,1.0,0.0,0.0,3
eyre_jeane,0.0,1.0,0.0,0.0,3
fiaheisenberg,0.0,1.0,0.0,0.0,3
flovictor2257,0.0,1.0,0.0,0.0,3
foppaguate,0.0,0.3333333333333333,0.6666666666666666,0.0,3
futbolfanaticog,0.0,0.6666666666666666,0.3333333333333333,0.0,3
grupoimg2,0.0,1.0,0.0,0.0,3
gt_maga,0.0,1.0,0.0,0.0,3
guacamolconsal,0.0,1.0,0.0,0.0,3
guadalupe2020,0.0,1.0,0.0,0.0,3
inpale61,0.0,0.6666666666666666,0.3333333333333333,0.0,3
jjoaquinvv,0.0,0.6666666666666666,0.3333333333333333,0.0,3
joares2606,0.0,0.6666666666666666,0.3333333333333333,0.0,3
jovannagarcon,0.0,1.0,0.0,0.0,3
jpablo998af,0.0,1.0,0.0,0.0,3
julioaroldan1,0.0,0.3333333333333333,0.6666666666666666,0.0,3
kkillokko,0.0,1.0,0.0,0.0,3
lamidupeuplee,0.0,0.3333333333333333,0.6666666666666666,0.0,3
licigir21,0.0,0.3333333333333333,0.6666666666666666,0.0,3
luisca_o,0.0,1.0,0.0,0.0,3
malvarado6,0.0,0.6666666666666666,0.3333333333333333,0.0,3
marcelacc07,0.0,1.0,0.0,0.0,3
mariaxdelcarme1,0.0,0.3333333333333333,0.6666666666666666,0.0,3
marlondrums,0.0,1.0,0.0,0.0,3
matiasysimon,0.0,0.6666666666666666,0.3333333333333333,0.0,3
mess_hermes,0.0,0.0,1.0,0.0,3
miguelareyesc82,0.0,1.0,0.0,0.0,3
mlopezguate,0.0,1.0,0.0,0.0,3
nandoguate,0.0,1.0,0.0,0.0,3
oracintfaith,0.0,1.0,0.0,0.0,3
osiris20201,0.0,1.0,0.0,0.0,3
paulo_larioss,0.0,0.6666666666666666,0.3333333333333333,0.0,3
pholitaw,0.0,0.3333333333333333,0.6666666666666666,0.0,3
pikaso_me,0.0,0.6666666666666666,0.3333333333333333,0.0,3
rack2311,0.0,1.0,0.0,0.0,3
raulruiz72,0.0,0.6666666666666666,0.3333333333333333,0.0,3
rchinchillac,0.0,1.0,0.0,0.0,3
spaceship__5,0.0,0.6666666666666666,0.3333333333333333,0.0,3
srodas24,0.0,1.0,0.0,0.0,3
sunflowerbabe91,0.0,0.6666666666666666,0.3333333333333333,0.0,3
udarthjokerr,0.0,1.0,0.0,0.0,3
villalt93285,0.0,0.3333333333333333,0.6666666666666666,0.0,3
1994Meola,0.0,1.0,0.0,0.0,2
ANGELDAEMONN,0.0,1.0,0.0,0.0,2
AV9517211981642,0.0,1.0,0.0,0.0,2
AceytunoJhonny,0.0,0.0,1.0,0.0,2
AlayMarvin,0.0,1.0,0.0,0.0,2
AldanaV52139161,0.0,0.0,1.0,0.0,2
AleMarro1991,0.0,0.5,0.5,0.0,2
Alex_Es16,0.0,0.5,0.5,0.0,2
AlexandraJHT,0.0,1.0,0.0,0.0,2
Alitocute,0.0,1.0,0.0,0.0,2
Allancito76,0.0,0.5,0.5,0.0,2
Allfalvarez,0.0,0.0,1.0,0.0,2
AnnyMendez77,0.0,0.5,0.5,0.0,2
Antulioavm,0.0,1.0,0.0,0.0,2
AreliSagastume,0.0,1.0,0.0,0.0,2
ArnulfoDivas2,0.0,0.0,1.0,0.0,2
BAnthonyCC,0.0,1.0,0.0,0.0,2
Bbbbbbb27365250,0.0,1.0,0.0,0.0,2
BillyC2023,0.0,0.0,1.0,0.0,2
Bofer34,0.0,1.0,0.0,0.0,2
C_C_GT_,0.0,1.0,0.0,0.0,2
CaMuadiP,0.0,1.0,0.0,0.0,2
CaalCatun,0.0,0.5,0.5,0.0,2
CansadoDeCorru1,0.0,1.0,0.0,0.0,2
CaporFer,0.0,1.0,0.0,0.0,2
CarlosRGodoyL1,0.0,1.0,0.0,0.0,2
Carlosrmh82,0.0,1.0,0.0,0.0,2
Carolin1793,0.0,0.5,0.5,0.0,2
Castill0Roberto,0.0,1.0,0.0,0.0,2
Ch1967Jairo,0.0,0.5,0.5,0.0,2
ChevalBlanc64,0.0,0.5,0.5,0.0,2
ClaraGudiel719,0.0,0.0,1.0,0.0,2
Clarette_en,0.0,0.5,0.5,0.0,2
CojulunSonia,0.0,1.0,0.0,0.0,2
CoronaVirusGT,0.0,0.5,0.5,0.0,2
DONALVARADO15,0.0,0.5,0.5,0.0,2
DanceConnectGt,0.0,1.0,0.0,0.0,2
Derechairo502,0.0,1.0,0.0,0.0,2
DerekUrizar,0.0,1.0,0.0,0.0,2
DonnerOrlando,0.0,0.5,0.5,0.0,2
DpelucheNet,0.0,1.0,0.0,0.0,2
EDESGARO_DEAF,0.0,0.5,0.5,0.0,2
EROBLES62,0.0,1.0,0.0,0.0,2
EddyCru95594848,0.0,1.0,0.0,0.0,2
Edvin111956,0.0,1.0,0.0,0.0,2
ElOjoTodoLoMira,0.0,0.5,0.5,0.0,2
El_Don_ardillo,0.0,1.0,0.0,0.0,2
El_pollo_7,0.0,1.0,0.0,0.0,2
EmilioXinico,0.0,1.0,0.0,0.0,2
Enrique51859338,0.0,0.5,0.5,0.0,2
ErickVa65891293,0.0,0.5,0.5,0.0,2
Ertadivarius,0.0,0.5,0.5,0.0,2
EscobedoSonia,0.0,0.5,0.5,0.0,2
Esta_busqueda,0.0,0.0,1.0,0.0,2
EstacionDobleA,0.0,1.0,0.0,0.0,2
EstuardoOliva8,0.0,1.0,0.0,0.0,2
EstuardoSC,0.0,0.0,1.0,0.0,2
EvelincitaY,0.0,0.5,0.5,0.0,2
FROZEN72078740,0.0,0.5,0.5,0.0,2
Fernadvives,0.0,1.0,0.0,0.0,2
Fernand58750771,0.0,1.0,0.0,0.0,2
FonoDorico,0.0,1.0,0.0,0.0,2
Frankli49578232,0.0,0.5,0.5,0.0,2
FraukeFranz,0.0,1.0,0.0,0.0,2
FredyCarrera10,0.0,0.0,1.0,0.0,2
Fresita20200,0.0,0.5,0.5,0.0,2
G3bo,0.0,0.0,1.0,0.0,2
GAUdP,0.0,0.5,0.5,0.0,2
Gamendelva,0.0,0.5,0.5,0.0,2
Gamers502,0.0,1.0,0.0,0.0,2
German49572585,0.0,0.5,0.5,0.0,2
Gladys26483741,0.0,0.5,0.5,0.0,2
GlendaMottoc,0.0,0.5,0.5,0.0,2
GlowGt502,0.0,0.5,0.5,0.0,2
GonzalezLesbia,0.0,1.0,0.0,0.0,2
GreenTree5163,0.0,1.0,0.0,0.0,2
GrettelSlowing,0.0,1.0,0.0,0.0,2
Grillorivera,0.0,1.0,0.0,0.0,2
GudielArma24032,0.0,1.0,0.0,0.0,2
Guiller53663736,0.0,0.5,0.5,0.0,2
Harryss19,0.0,0.5,0.5,0.0,2
HectorDavila10,0.0,1.0,0.0,0.0,2
HenryBanniste10,0.0,1.0,0.0,0.0,2
Hidden_Badass,0.0,1.0,0.0,0.0,2
Idelettep,0.0,0.5,0.5,0.0,2
IsauB2,0.0,1.0,0.0,0.0,2
Ivo987654321,0.0,0.0,1.0,0.0,2
JPGramajoC,0.0,1.0,0.0,0.0,2
JSandoval1982,0.0,0.0,1.0,0.0,2
JUANCAR07183726,0.0,0.5,0.5,0.0,2
JacoboYojana,0.0,0.0,1.0,0.0,2
JonnGalaxy,0.0,1.0,0.0,0.0,2
JramiroH,0.0,1.0,0.0,0.0,2
Jul_Sando_1962,0.0,1.0,0.0,0.0,2
KoK3Alparedes,0.0,1.0,0.0,0.0,2
LaHierbamora,0.0,0.5,0.5,0.0,2
Laviejaalegona1,0.0,1.0,0.0,0.0,2
Leslieamely,0.0,0.5,0.5,0.0,2
Lic_Khriss,0.0,1.0,0.0,0.0,2
Lis7825,0.0,1.0,0.0,0.0,2
LuisJordany,0.0,0.5,0.5,0.0,2
MEJIA_1985,0.0,1.0,0.0,0.0,2
MFZMariel,0.0,1.0,0.0,0.0,2
Macol12345,0.0,0.5,0.5,0.0,2
ManuPelman,0.0,1.0,0.0,0.0,2
Marco06Ruiz,0.0,1.0,0.0,0.0,2
MarinaE41953239,0.0,1.0,0.0,0.0,2
Marioomeany,0.0,1.0,0.0,0.0,2
Marloa14,0.0,1.0,0.0,0.0,2
MarvinBarrios22,0.0,1.0,0.0,0.0,2
Melani_Luna,0.0,0.5,0.5,0.0,2
Menendezamc1,0.0,0.5,0.5,0.0,2
Miglemus,0.0,1.0,0.0,0.0,2
Mikepad87,0.0,1.0,0.0,0.0,2
MirandaAlonzo01,0.0,0.0,1.0,0.0,2
MironRaquel,0.0,0.0,1.0,0.0,2
MonicaLoaiza20,0.0,0.5,0.5,0.0,2
MustafarCastle,0.0,1.0,0.0,0.0,2
Mynor1358,0.0,1.0,0.0,0.0,2
Nashiraquezada,0.0,0.5,0.5,0.0,2
NemecioOrtiz2,0.0,1.0,0.0,0.0,2
NichitoMonterr2,0.0,1.0,0.0,0.0,2
OP_OcultoMejor,0.0,1.0,0.0,0.0,2
OlmsteadSergio,0.0,0.0,1.0,0.0,2
Ommaar51964660,0.0,0.5,0.5,0.0,2
Pachanga0GT,0.0,1.0,0.0,0.0,2
Paco_Pique86,0.0,0.5,0.5,0.0,2
Peter_rg88,0.0,0.5,0.5,0.0,2
Pilla_mar,0.0,1.0,0.0,0.0,2
Porquesi849468,0.0,1.0,0.0,0.0,2
QuiqueGodoy,0.0,0.5,0.5,0.0,2
RabanalesFlor,0.0,0.5,0.5,0.0,2
ReneLorca,0.0,0.5,0.5,0.0,2
RicardoTen92629,0.0,1.0,0.0,0.0,2
RigoSantoro,0.0,0.0,1.0,0.0,2
RokoKok50669568,0.0,1.0,0.0,0.0,2
RomeLau7172,0.0,1.0,0.0,0.0,2
Rosa87298204,0.0,0.5,0.5,0.0,2
S7perseiJayden,0.0,0.5,0.5,0.0,2
SGLiss1,0.0,1.0,0.0,0.0,2
Sara20400400,0.0,1.0,0.0,0.0,2
Sayed90001,0.0,1.0,0.0,0.0,2
Sergio88606888,0.0,0.5,0.5,0.0,2
Sonny_Figueroa,0.0,0.5,0.5,0.0,2
SoyGtm,0.0,1.0,0.0,0.0,2
SpillariRoberto,0.0,1.0,0.0,0.0,2
SrDonPicho,0.0,1.0,0.0,0.0,2
SyneJoe,0.0,0.5,0.5,0.0,2
Tisha_3572,0.0,1.0,0.0,0.0,2
TobarangelAngel,0.0,0.5,0.5,0.0,2
TransmetroGuate,0.0,0.0,1.0,0.0,2
Tu_Coach_Sergio,0.0,0.5,0.5,0.0,2
V1rtuz,0.0,1.0,0.0,0.0,2
VicGarciaDice,0.0,0.5,0.5,0.0,2
Victorgt65,0.0,1.0,0.0,0.0,2
VillatoroMilton,0.0,0.0,1.0,0.0,2
Vivix_023,0.0,0.5,0.5,0.0,2
WHAAsstSecty,0.0,0.0,1.0,0.0,2
YoPropongoGuate,0.0,1.0,0.0,0.0,2
__VaderTG,0.0,1.0,0.0,0.0,2
_ojoconmipisto,0.0,1.0,0.0,0.0,2
_vaclavmasek,0.0,1.0,0.0,0.0,2
aamtsi,0.0,1.0,0.0,0.0,2
ag_medina,0.0,1.0,0.0,0.0,2
aizenstatd,0.0,1.0,0.0,0.0,2
alfatangonov,0.0,1.0,0.0,0.0,2
algdelopez,0.0,1.0,0.0,0.0,2
aliaslajose,0.0,0.5,0.5,0.0,2
alterlego502,0.0,0.0,1.0,0.0,2
anita_flakita_,0.0,1.0,0.0,0.0,2
bayronortega68,0.0,1.0,0.0,0.0,2
bernardosilvagt,0.0,0.5,0.5,0.0,2
bruizf,0.0,1.0,0.0,0.0,2
camposser,0.0,1.0,0.0,0.0,2
cardona_vi41774,0.0,0.5,0.5,0.0,2
carlosrubioair,0.0,1.0,0.0,0.0,2
carolsolca,0.0,0.5,0.5,0.0,2
champis11,0.0,1.0,0.0,0.0,2
chapina_en,0.0,1.0,0.0,0.0,2
chappin777,0.0,1.0,0.0,0.0,2
claudiafajardo,0.0,1.0,0.0,0.0,2
coniglio0018,0.0,1.0,0.0,0.0,2
dbercian,0.0,1.0,0.0,0.0,2
deleon_sj,0.0,0.5,0.5,0.0,2
df_gbb,0.0,1.0,0.0,0.0,2
dolilogt,0.0,1.0,0.0,0.0,2
donaldoalvr,0.0,1.0,0.0,0.0,2
dora_melgar,0.0,0.5,0.5,0.0,2
dorjaen,0.0,1.0,0.0,0.0,2
drewzecena,0.0,0.0,1.0,0.0,2
ealvarado500,0.0,0.5,0.5,0.0,2
edgarov8,0.0,1.0,0.0,0.0,2
edwinquiran502,0.0,1.0,0.0,0.0,2
efonseca2841,0.0,1.0,0.0,0.0,2
el_Periodico,0.0,0.5,0.5,0.0,2
elder1725,0.0,0.5,0.5,0.0,2
eledycito,0.0,1.0,0.0,0.0,2
elpollitopiogt,0.0,1.0,0.0,0.0,2
empagua_gt,0.0,0.5,0.5,0.0,2
facticagt,0.0,0.5,0.5,0.0,2
fercajas,0.0,0.5,0.5,0.0,2
florespolo76g,0.0,0.5,0.5,0.0,2
freefigth,0.0,1.0,0.0,0.0,2
gabzm03,0.0,1.0,0.0,0.0,2
geovapaz2,0.0,1.0,0.0,0.0,2
ger0930,0.0,1.0,0.0,0.0,2
gerzon13,0.0,0.0,1.0,0.0,2
gio_sanchez88,0.0,1.0,0.0,0.0,2
globaljogar1,0.0,1.0,0.0,0.0,2
gt_mec,0.0,0.0,1.0,0.0,2
gtj_uan,0.0,1.0,0.0,0.0,2
guiselabarrios,0.0,1.0,0.0,0.0,2
hami417,0.0,0.5,0.5,0.0,2
hecazaor,0.0,1.0,0.0,0.0,2
isolina_mariza,0.0,0.0,1.0,0.0,2
jcarlos223020,0.0,0.5,0.5,0.0,2
jdanieldardon,0.0,1.0,0.0,0.0,2
jhonnybravo367,0.0,1.0,0.0,0.0,2
juliormolina,0.0,0.5,0.5,0.0,2
justicia_guate_,0.0,0.5,0.5,0.0,2
justiciayagt,0.0,1.0,0.0,0.0,2
kannil,0.0,1.0,0.0,0.0,2
karlos_juarezm,0.0,1.0,0.0,0.0,2
kmusftw,0.0,0.5,0.5,0.0,2
knapelos,0.0,0.5,0.5,0.0,2
krupp31416,0.0,0.5,0.5,0.0,2
labrujisgiron,0.0,1.0,0.0,0.0,2
lavalesg,0.0,1.0,0.0,0.0,2
ldavid_g,0.0,0.0,1.0,0.0,2
leds_ma,0.0,1.0,0.0,0.0,2
leidi_susana,0.0,1.0,0.0,0.0,2
lemuslimajulioc,0.0,0.0,1.0,0.0,2
liberalucha,0.0,0.5,0.5,0.0,2
licmariorubio,0.0,0.5,0.5,0.0,2
licojoachin,0.0,1.0,0.0,0.0,2
ligia_mancilla,0.0,0.5,0.5,0.0,2
lopez_alma,0.0,1.0,0.0,0.0,2
los20ytantos,0.0,1.0,0.0,0.0,2
luciatzikin,0.0,0.5,0.5,0.0,2
luiscast8512,0.0,1.0,0.0,0.0,2
luismfernandezv,0.0,1.0,0.0,0.0,2
maflores8404,0.0,1.0,0.0,0.0,2
marieloscm,0.0,0.5,0.5,0.0,2
marvindelcid,0.0,0.0,1.0,0.0,2
mazingerz_gt,0.0,1.0,0.0,0.0,2
mcampie,0.0,0.5,0.5,0.0,2
mendezdelahoz,0.0,1.0,0.0,0.0,2
mero_mero_jey,0.0,0.5,0.5,0.0,2
molinerosed,0.0,1.0,0.0,0.0,2
monica_gil7,0.0,1.0,0.0,0.0,2
moyimozo,0.0,0.5,0.5,0.0,2
nelCast22,0.0,1.0,0.0,0.0,2
ninomatute,0.0,1.0,0.0,0.0,2
nop7025,0.0,0.5,0.5,0.0,2
norapra2005,0.0,1.0,0.0,0.0,2
ochaclanc,0.0,1.0,0.0,0.0,2
oj_castro,0.0,0.5,0.5,0.0,2
osbelibravo,0.0,0.5,0.5,0.0,2
oscarin2101,0.0,1.0,0.0,0.0,2
pasamoci,0.0,1.0,0.0,0.0,2
patriziiamf,0.0,0.5,0.5,0.0,2
pdrojuarez,0.0,1.0,0.0,0.0,2
pedroernestoto2,0.0,0.5,0.5,0.0,2
perez81183,0.0,1.0,0.0,0.0,2
pirucanb,0.0,1.0,0.0,0.0,2
rachew0530,0.0,1.0,0.0,0.0,2
raulherr,0.0,1.0,0.0,0.0,2
revoloriowilson,0.0,0.5,0.5,0.0,2
rivera_bambu,0.0,0.5,0.5,0.0,2
rlirac1,0.0,1.0,0.0,0.0,2
rlmazariegos,0.0,0.0,1.0,0.0,2
rodanleu69,0.0,0.5,0.5,0.0,2
saidches,0.0,0.5,0.5,0.0,2
samuel_pz,0.0,0.5,0.5,0.0,2
sandrayoc2,0.0,1.0,0.0,0.0,2
seanigri2,0.0,1.0,0.0,0.0,2
sebastorresaz,0.0,1.0,0.0,0.0,2
sofiadevian25,0.0,1.0,0.0,0.0,2
tello_yvon99029,0.0,1.0,0.0,0.0,2
tetobustamante,0.0,1.0,0.0,0.0,2
tonogtr,0.0,1.0,0.0,0.0,2
tonoperre,0.0,0.5,0.5,0.0,2
tropicoferoz,0.0,1.0,0.0,0.0,2
un_poncho_mas,0.0,1.0,0.0,0.0,2
usuariounicoop,0.0,0.5,0.5,0.0,2
vhcb,0.0,1.0,0.0,0.0,2
vozdeltuit,0.0,1.0,0.0,0.0,2
vrp_trinidad,0.0,1.0,0.0,0.0,2
wichogarci,0.0,1.0,0.0,0.0,2
windez007,0.0,1.0,0.0,0.0,2
yerfard,0.0,1.0,0.0,0.0,2
0S_Dev,0.0,1.0,0.0,0.0,1
1056_antonio,0.0,1.0,0.0,0.0,1
1601JR,0.0,1.0,0.0,0.0,1
17147128204ca,0.0,1.0,0.0,0.0,1
18madame,0.0,0.0,1.0,0.0,1
1Jass1Jass,0.0,1.0,0.0,0.0,1
230221Abogado,0.0,0.0,1.0,0.0,1
26Bpalencia,0.0,0.0,1.0,0.0,1
300867IVAN,0.0,1.0,0.0,0.0,1
502Betty,0.0,1.0,0.0,0.0,1
7133jrp,0.0,0.0,1.0,0.0,1
72elopez,0.0,1.0,0.0,0.0,1
7ab3e6a4505c45d,0.0,1.0,0.0,0.0,1
A91_targaryen,0.0,1.0,0.0,0.0,1
AACN75,0.0,1.0,0.0,0.0,1
AAmayaGar,0.0,1.0,0.0,0.0,1
AC_TRS1,0.0,1.0,0.0,0.0,1
ACordonOficial,0.0,1.0,0.0,0.0,1
AGuatemalensis,0.0,1.0,0.0,0.0,1
AIDA_GP,0.0,1.0,0.0,0.0,1
AMCE99977117,0.0,1.0,0.0,0.0,1
ANDRESLOPE87296,0.0,1.0,0.0,0.0,1
ARNOLDOVASQUEZ1,0.0,1.0,0.0,0.0,1
ATPSA4,0.0,1.0,0.0,0.0,1
A_G_1984,0.0,1.0,0.0,0.0,1
AbadilloRoberto,0.0,1.0,0.0,0.0,1
Abiluisfer,0.0,1.0,0.0,0.0,1
AcidoGt,0.0,1.0,0.0,0.0,1
AdderMagusTarot,0.0,1.0,0.0,0.0,1
AibiG26,0.0,1.0,0.0,0.0,1
AifanErika,0.0,0.0,1.0,0.0,1
AitanaMerinoMx,0.0,1.0,0.0,0.0,1
AlGamezHigueros,0.0,1.0,0.0,0.0,1
Alberto18424661,0.0,1.0,0.0,0.0,1
Alberto61295480,0.0,1.0,0.0,0.0,1
AlbinoBuratti,0.0,1.0,0.0,0.0,1
AleChris2511,0.0,0.0,1.0,0.0,1
AleR337268,0.0,1.0,0.0,0.0,1
Ale__PM_,0.0,1.0,0.0,0.0,1
Alejand04426768,0.0,1.0,0.0,0.0,1
AlejandroA30266,0.0,0.0,1.0,0.0,1
AleksSaquiquel,0.0,0.0,1.0,0.0,1
Aleph_____,0.0,1.0,0.0,0.0,1
AlertaGt502,0.0,0.0,1.0,0.0,1
AlexCifuen1990,0.0,1.0,0.0,0.0,1
AlexDeL92022343,0.0,0.0,1.0,0.0,1
AlexRicoFlores3,0.0,0.0,1.0,0.0,1
AlexValdezSmith,0.0,1.0,0.0,0.0,1
Alfintwit,0.0,0.0,1.0,0.0,1
AliasJJ48266282,0.0,1.0,0.0,0.0,1
AllanERodriguez,0.0,0.0,1.0,0.0,1
Allan_Luther,0.0,1.0,0.0,0.0,1
Allandicen,0.0,1.0,0.0,0.0,1
Alvasol_,0.0,0.0,1.0,0.0,1
AmbMcFarland,0.0,0.0,1.0,0.0,1
AmilcarPer45580,0.0,1.0,0.0,0.0,1
An0n1mu5s,0.0,1.0,0.0,0.0,1
AnaAgui63016711,0.0,0.0,1.0,0.0,1
AnaBanana96,0.0,1.0,0.0,0.0,1
AnaLucaEstrada2,0.0,1.0,0.0,0.0,1
AnaLucia_Garcia,0.0,0.0,1.0,0.0,1
Andree_Geme,0.0,0.0,1.0,0.0,1
AndyIHG,0.0,1.0,0.0,0.0,1
AngelaL32496926,0.0,1.0,0.0,0.0,1
Anita_bol,0.0,1.0,0.0,0.0,1
Antonio79424761,0.0,1.0,0.0,0.0,1
AntonioCacoj,0.0,1.0,0.0,0.0,1
AnyLo656671,0.0,1.0,0.0,0.0,1
ArKMazariegos,0.0,1.0,0.0,0.0,1
ArceyDooley,0.0,1.0,0.0,0.0,1
ArguetaWerner,0.0,1.0,0.0,0.0,1
ArmandoYaeggy,0.0,1.0,0.0,0.0,1
ArrabeIbarra,0.0,0.0,1.0,0.0,1
ArturoMcfields,0.0,0.0,1.0,0.0,1
AsteguietaLuis,0.0,0.0,1.0,0.0,1
AstridMarianaL3,0.0,1.0,0.0,0.0,1
Astriyoky,0.0,0.0,1.0,0.0,1
AsturiasGonzalo,0.0,1.0,0.0,0.0,1
AxelGod45233014,0.0,0.0,1.0,0.0,1
BarriosWicho,0.0,0.0,1.0,0.0,1
BaruzGt,0.0,0.0,1.0,0.0,1
BastosLezo24849,0.0,1.0,0.0,0.0,1
Berbeno88,0.0,1.0,0.0,0.0,1
BergnesEgurrola,0.0,1.0,0.0,0.0,1
BernardoCaal2,0.0,1.0,0.0,0.0,1
BillyB04437416,0.0,0.0,1.0,0.0,1
Blanki9Rodiguez,0.0,1.0,0.0,0.0,1
Bluebikeride,0.0,1.0,0.0,0.0,1
BmizaSr,0.0,1.0,0.0,0.0,1
Boogie_YuGy,0.0,0.0,1.0,0.0,1
Braddock_31,0.0,1.0,0.0,0.0,1
BrendaH2O66,0.0,1.0,0.0,0.0,1
Bullgarrafuerte,0.0,1.0,0.0,0.0,1
BustoCuesta,0.0,0.0,1.0,0.0,1
Byrea10,0.0,1.0,0.0,0.0,1
ByronPa93998161,0.0,1.0,0.0,0.0,1
CA360noticias,0.0,0.0,1.0,0.0,1
CAndresB2,0.0,1.0,0.0,0.0,1
CHESSWIZZ,0.0,0.0,1.0,0.0,1
CNCguatemala,0.0,0.0,1.0,0.0,1
CSimon72,0.0,1.0,0.0,0.0,1
CamTroussard,0.0,1.0,0.0,0.0,1
CampanitaJud,0.0,1.0,0.0,0.0,1
CarlHansSchneid,0.0,1.0,0.0,0.0,1
CarlaIRodriguez,0.0,1.0,0.0,0.0,1
CarlosALlarenaO,0.0,1.0,0.0,0.0,1
CarlosCarlgnz,0.0,1.0,0.0,0.0,1
CarlosH59322468,0.0,1.0,0.0,0.0,1
CarlosNoelDubo2,0.0,1.0,0.0,0.0,1
CarmenCrdelon,0.0,1.0,0.0,0.0,1
Carsolrz,0.0,0.0,1.0,0.0,1
CassianoLucy,0.0,0.0,1.0,0.0,1
Catdog1923,0.0,1.0,0.0,0.0,1
CelsoZapeta,0.0,1.0,0.0,0.0,1
ChaclanOscar,0.0,1.0,0.0,0.0,1
ChamusquinhoGt,0.0,1.0,0.0,0.0,1
CharlieAlfonso3,0.0,1.0,0.0,0.0,1
Chefcitaaaaaa__,0.0,1.0,0.0,0.0,1
Chicote09768995,0.0,1.0,0.0,0.0,1
ChocJaime,0.0,0.0,1.0,0.0,1
ChocolateeCurls,0.0,0.0,1.0,0.0,1
Chominapower,0.0,1.0,0.0,0.0,1
Chouscky,0.0,1.0,0.0,0.0,1
ChristianOban18,0.0,1.0,0.0,0.0,1
Chrizzao,0.0,1.0,0.0,0.0,1
ChupinaElvia,0.0,1.0,0.0,0.0,1
Ciata_tunonrT,0.0,1.0,0.0,0.0,1
CidFaustina,0.0,1.0,0.0,0.0,1
CiramaguaMarco,0.0,0.0,1.0,0.0,1
Claucastillo45,0.0,1.0,0.0,0.0,1
ClauditaNoriega,0.0,1.0,0.0,0.0,1
Cocotilo2,0.0,0.0,1.0,0.0,1
Codimech1,0.0,1.0,0.0,0.0,1
CongresoGuate,0.0,1.0,0.0,0.0,1
Cor77Erik,0.0,0.0,1.0,0.0,1
Corcesa,0.0,1.0,0.0,0.0,1
Corleone_62,0.0,1.0,0.0,0.0,1
Crayola_purpura,0.0,1.0,0.0,0.0,1
Cristinape76241,0.0,0.0,1.0,0.0,1
CruzoliviaJose,0.0,1.0,0.0,0.0,1
DONARTURO45,0.0,1.0,0.0,0.0,1
D_MndZz,0.0,1.0,0.0,0.0,1
Dafograto,0.0,1.0,0.0,0.0,1
DaniloCriticon,0.0,0.0,1.0,0.0,1
DannMeister90,0.0,1.0,0.0,0.0,1
DannyBarales,0.0,1.0,0.0,0.0,1
Dante8219Gt,0.0,0.0,1.0,0.0,1
DanyVaBe,0.0,1.0,0.0,0.0,1
DarioChevez28,0.0,0.0,1.0,0.0,1
Davidck7,0.0,1.0,0.0,0.0,1
DayanKim0501,0.0,1.0,0.0,0.0,1
DespiertosGT,0.0,0.0,1.0,0.0,1
Diana_DL20,0.0,1.0,0.0,0.0,1
Diego21709067,0.0,1.0,0.0,0.0,1
DiegoEspana_,0.0,1.0,0.0,0.0,1
DiegoOliva95,0.0,1.0,0.0,0.0,1
Diegomollinedo4,0.0,0.0,1.0,0.0,1
